date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink,rateUSD
2020-12-31,BKNG,USD,0001075531,2021-02-24,2021-02-24 17:20:19,2020,FY,6796000000,642000000,6154000000,0.9055326663,0.0,2824000000,2934000000,5758000000,458000000,6216000000,6216000000,54000000,356000000,642000000,2776000000,0.4084755739,2134000000,0.3140082401,-1567000000,567000000,0.0834314303,508000000,59000000,0.0086815774,1.44,1.43,40974000,41160000,https://www.sec.gov/Archives/edgar/data/1075531/000107553121000019/0001075531-21-000019-index.htm,https://www.sec.gov/Archives/edgar/data/1075531/000107553121000019/bkng-20201231.htm,1.0
2019-12-31,BKNG,USD,0001075531,2020-02-26,2020-02-26 17:08:40,2019,FY,15066000000,641000000,14425000000,0.9574538696,285000000.0,3330000000,5922000000,9252000000,184000000,9721000000,9721000000,152000000,266000000,641000000,6138000000,0.4074074074,5345000000,0.3547723351,613000000,5958000000,0.3954599761,1093000000,4865000000,0.3229125183,112.92,111.82,43082000,43509000,https://www.sec.gov/Archives/edgar/data/1075531/000107553120000011/0001075531-20-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1075531/000107553120000011/bkng1231201910k.htm,1.0
2023-10-29,AMAT,USD,0000006951,2023-12-15,2023-12-15 16:01:24,2023,FY,26517000000,14133000000,12384000000,0.4670211562,3102000000.0,852000000,776000000,1628000000,0,4730000000,18863000000,300000000,238000000,515000000,8469000000,0.3193800204,7654000000,0.2886450202,62000000,7716000000,0.2909831429,860000000,6856000000,0.2585511182,8.16,8.11,840000000,845000000,https://www.sec.gov/Archives/edgar/data/6951/000000695123000041/0000006951-23-000041-index.htm,https://www.sec.gov/Archives/edgar/data/6951/000000695123000041/amat-20231029.htm,1.0
2022-10-30,AMAT,USD,0000006951,2022-12-16,2022-12-16 16:50:05,2022,FY,25785000000,13792000000,11993000000,0.4651153772,2771000000.0,735000000,703000000,1438000000,0,4209000000,18001000000,39000000,228000000,444000000,8267000000,0.3206127594,7788000000,0.3020360675,-189000000,7599000000,0.2947062245,1074000000,6525000000,0.2530541012,7.49,7.44,871000000,877000000,https://www.sec.gov/Archives/edgar/data/6951/000000695122000043/0000006951-22-000043-index.htm,https://www.sec.gov/Archives/edgar/data/6951/000000695122000043/amat-20221030.htm,1.0
2021-10-31,AMAT,USD,0000006951,2021-12-17,2021-12-17 16:14:51,2021,FY,23063000000,12149000000,10914000000,0.4732255127,2485000000.0,620000000,609000000,1229000000,311000000,3714000000,15863000000,118000000,236000000,394000000,7712000000,0.3343884143,6889000000,0.2987035511,-118000000,6771000000,0.2935871309,883000000,5888000000,0.2553006981,6.47,6.41,910000000,919000000,https://www.sec.gov/Archives/edgar/data/6951/000000695121000043/0000006951-21-000043-index.htm,https://www.sec.gov/Archives/edgar/data/6951/000000695121000043/amat-20211031.htm,1.0
2020-10-25,AMAT,USD,0000006951,2020-12-11,2020-12-11 15:52:08,2020,FY,17202000000,9510000000,7692000000,0.4471573073,2234000000.0,567000000,526000000,1093000000,0,3327000000,12837000000,41000000,240000000,376000000,4782000000,0.2779909313,4365000000,0.253749564,-199000000,4166000000,0.2421811417,547000000,3619000000,0.2103825137,3.95,3.92,916000000,923000000,https://www.sec.gov/Archives/edgar/data/6951/000000695120000048/0000006951-20-000048-index.htm,https://www.sec.gov/Archives/edgar/data/6951/000000695120000048/amat-20201025.htm,1.0
2019-10-27,AMAT,USD,0000006951,2019-12-13,2019-12-13 16:07:21,2019,FY,14608000000,8222000000,6386000000,0.4371577218,2054000000.0,461000000,521000000,982000000,0,3036000000,11258000000,156000000,237000000,363000000,3869000000,0.264854874,3350000000,0.2293263965,-81000000,3269000000,0.2237814896,563000000,2706000000,0.1852409639,2.89,2.86,937000000,945000000,https://www.sec.gov/Archives/edgar/data/6951/000000695119000046/0000006951-19-000046-index.htm,https://www.sec.gov/Archives/edgar/data/6951/000000695119000046/amat-20191027.htm,1.0
2023-12-31,HON,USD,0000773840,2024-02-16,2024-02-16 13:40:36,2023,FY,36647000000,22353000000,14294000000,0.3900455699,1456000000.0,4657000000,308000000,4965000000,431000000,6421000000,28774000000,321000000,765000000,1176000000,9049000000,0.2469233498,7873000000,0.2148334106,-714000000,7159000000,0.1953502333,1487000000,5658000000,0.1543919011,8.53,8.47,663000000,668200000,https://www.sec.gov/Archives/edgar/data/773840/000077384024000014/0000773840-24-000014-index.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384024000014/hon-20231231.htm,1.0
2022-12-31,HON,USD,0000773840,2023-02-10,2023-02-10 14:09:31,2022,FY,35466000000,23825000000,11641000000,0.3282298539,1478000000.0,4571000000,643000000,5214000000,366000000,5214000000,29039000000,138000000,414000000,1204000000,7997000000,0.2254835617,6793000000,0.1915355552,-414000000,6379000000,0.1798624034,1412000000,4966000000,0.140021429,7.33,7.27,677100000,683100000,https://www.sec.gov/Archives/edgar/data/773840/000077384023000013/0000773840-23-000013-index.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384023000013/hon-20221231.htm,1.0
2021-12-31,HON,USD,0000773840,2022-02-11,2022-02-11 12:37:32,2021,FY,34392000000,23394000000,10998000000,0.3197836706,1333000000.0,3525000000,1273000000,4798000000,1378000000,4798000000,28192000000,102000000,343000000,1223000000,8801000000,0.2559025355,7578000000,0.22034194,-343000000,7235000000,0.2103686904,1625000000,5542000000,0.1611421261,8.01,7.91,692300000,700400000,https://www.sec.gov/Archives/edgar/data/773840/000077384022000018/0000773840-22-000018-index.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384022000018/hon-20211231.htm,1.0
2020-12-31,HON,USD,0000773840,2021-02-12,2021-02-12 14:31:39,2020,FY,32637000000,22169000000,10468000000,0.3207402641,1334000000.0,3814000000,958000000,4772000000,675000000,4772000000,26941000000,107000000,359000000,1002000000,7373000000,0.2259092441,6371000000,0.1952078929,-359000000,6012000000,0.1842081074,1147000000,4779000000,0.1464288997,6.79,6.72,704100000,711200000,https://www.sec.gov/Archives/edgar/data/773840/000077384021000015/0000773840-21-000015-index.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384021000015/hon-20201231.htm,1.0
2019-12-31,HON,USD,0000773840,2020-02-14,2020-02-14 13:25:35,2019,FY,36709000000,24339000000,12370000000,0.3369745839,1556000000.0,0,0,5519000000,1065000000,5519000000,29858000000,255000000,357000000,1088000000,9004000000,0.2452804489,7916000000,0.2156419407,-357000000,7559000000,0.2059168051,1329000000,6143000000,0.1673431584,8.52,8.41,721000000,730300000,https://www.sec.gov/Archives/edgar/data/773840/000077384020000009/0000773840-20-000009-index.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384020000009/hon1231201910k.htm,1.0
2023-12-31,VRTX,USD,0000875320,2024-02-15,2024-02-15 16:12:14,2023,FY,9839000000,1262200000,8576800000,0.8717146051,3690000000.0,0,0,1136600000,-22800000,4826600000,6088800000,614700000,44100000,181300000,3931500000,0.399583291,3750200000,0.3811566216,629600000,4379800000,0.4451468645,760200000,3619600000,0.3678829149,14.05,13.89,257700000,260500000,https://www.sec.gov/Archives/edgar/data/875320/000087532024000062/0000875320-24-000062-index.htm,https://www.sec.gov/Archives/edgar/data/875320/000087532024000062/vrtx-20231231.htm,1.0
2022-12-31,VRTX,USD,0000875320,2023-02-10,2023-02-10 16:12:03,2022,FY,8930700000,1080300000,7850400000,0.879035238,2540300000.0,0,0,944700000,-164800000,3485000000,4565300000,144600000,54800000,148300000,4345200000,0.4865464073,4307400000,0.4823138164,-75000000,4232400000,0.4739158185,910400000,3322000000,0.3719753211,12.97,12.82,256100000,259100000,https://www.sec.gov/Archives/edgar/data/875320/000087532023000007/0000875320-23-000007-index.htm,https://www.sec.gov/Archives/edgar/data/875320/000087532023000007/vrtx-20221231.htm,1.0
2021-12-31,VRTX,USD,0000875320,2022-02-09,2022-02-09 16:37:44,2021,FY,7574400000,904200000,6670200000,0.8806242079,3051100000.0,0,0,840100000,4900000,3891200000,4795400000,4900000,61500000,125600000,2788800000,0.3681875792,2782100000,0.3673030207,-51700000,2730400000,0.3604773975,388300000,2342100000,0.3092126109,9.09,9.01,257700000,259899999,https://www.sec.gov/Archives/edgar/data/875320/000087532022000007/0000875320-22-000007-index.htm,https://www.sec.gov/Archives/edgar/data/875320/000087532022000007/vrtx-20211231.htm,1.0
2020-12-31,VRTX,USD,0000875320,2021-02-11,2021-02-11 16:03:06,2020,FY,6205683000,736300000,5469383000,0.881350691,1829537000.0,0,0,770456000,296420000,2599993000,3336293000,22239000,58151000,109515000,3188049000,0.5137305596,2856290000,0.460270046,260508000,3116798000,0.5022489869,405151000,2711700000,0.436970435,10.44,10.29,259841000,263396000,https://www.sec.gov/Archives/edgar/data/875320/000087532021000006/0000875320-21-000006-index.htm,https://www.sec.gov/Archives/edgar/data/875320/000087532021000006/vrtx-20201231.htm,1.0
2019-12-31,VRTX,USD,0000875320,2020-02-13,2020-02-13 16:48:57,2019,FY,4162821000,547758000,3615063000,0.8684166338,1754540000.0,0,0,658498000,192177000,2413038000,2960796000,63678000,58502000,106941000,1457880000,0.3502144339,1197566000,0.2876813584,197353000,1394919000,0.3350898345,218109000,1176810000,0.2826953165,4.58,4.51,256728000,260673000,https://www.sec.gov/Archives/edgar/data/875320/000087532020000007/0000875320-20-000007-index.htm,https://www.sec.gov/Archives/edgar/data/875320/000087532020000007/a201910k-main.htm,1.0
2024-07-31,PANW,USD,0001327567,2024-09-06,2024-09-06 16:14:01,2024,FY,8027500000,2059199999,5968300001,0.7434817815,1809400000.0,680500000,2794500000,3475000000,-5400000,4971700000,7030899999,8300000,4800000,276266598,960166598,0.1196096665,683900000,0.0851946434,304400000,988300000,0.1231142946,-1589300000,2577600000,0.3210962317,8.07,7.28,319200000,354000000,https://www.sec.gov/Archives/edgar/data/1327567/000132756724000029/0001327567-24-000029-index.htm,https://www.sec.gov/Archives/edgar/data/1327567/000132756724000029/panw-20240731.htm,1.0
2023-07-31,PANW,USD,0001327567,2023-09-01,2023-09-01 16:15:43,2023,FY,6892700000,1909700000,4983000000,0.7229387613,1604000000.0,447700000,2544000000,2991700000,206200000,4595700000,6505400000,224400000,27200000,332100000,593500000,0.08610559,387300000,0.056189882,206200000,566300000,0.082159386,126600000,439700000,0.0637921279,1.45,1.28,303200000,342300000,https://www.sec.gov/Archives/edgar/data/1327567/000132756723000024/0001327567-23-000024-index.htm,https://www.sec.gov/Archives/edgar/data/1327567/000132756723000024/panw-20230731.htm,1.0
2022-07-31,PANW,USD,0001327567,2022-09-06,2022-09-06 16:07:52,2022,FY,5501500000,1718700000,3782800000,0.6875942925,1417700000.0,405000000,2148900000,2553900000,9000000,3971600000,5690300000,15600000,27400000,337000000,-179800000,-0.0326819958,-188800000,-0.0343179133,-18400000,-207200000,-0.0376624557,59800000,-267000000,-0.0485322185,-0.9,-0.9,295499994,295499994,https://www.sec.gov/Archives/edgar/data/1327567/000132756722000028/0001327567-22-000028-index.htm,https://www.sec.gov/Archives/edgar/data/1327567/000132756722000028/panw-20220731.htm,1.0
2021-07-31,PANW,USD,0001327567,2021-09-03,2021-09-03 16:42:39,2021,FY,4256100000,1274900000,2981200000,0.7004534668,1140400000.0,391100000,1753800000,2144900000,2400000,3285300000,4560200000,8500000,163300000,304900000,-301700000,-0.0708864923,-304100000,-0.0714503889,-160900000,-465000000,-0.1092549517,33900000,-498900000,-0.1172199901,-1.73,-1.73,289199994,289199994,https://www.sec.gov/Archives/edgar/data/1327567/000132756721000029/0001327567-21-000029-index.htm,https://www.sec.gov/Archives/edgar/data/1327567/000132756721000029/panw-20210731.htm,1.0
2020-07-31,PANW,USD,0001327567,2020-09-04,2020-09-04 16:27:32,2020,FY,3408400000,999500000,2408900000,0.7067539021,768100000.0,299600000,1520200000,1819800000,35900000,2587900000,3587400000,41400000,88700000,507900000,-143100000,-0.0419845089,-179000000,-0.0525173102,-52800000,-231800000,-0.0680084497,35200000,-267000000,-0.0783358761,-0.92,-0.92,290699994,290699994,https://www.sec.gov/Archives/edgar/data/1327567/000132756720000032/0001327567-20-000032-index.htm,https://www.sec.gov/Archives/edgar/data/1327567/000132756720000032/panw-20200731.htm,1.0
2024-06-30,ADP,USD,0000008670,2024-08-07,2024-08-07 15:06:59,2024,FY,19202600000,9612000000,9590600000,0.4994427838,955700000.0,3744700000,-52800000,3691900000,4315500000,4647600000,14259600000,241300000,361400000,561900000,5504900000,0.2866747211,4943000000,0.2574130586,-70700000,4872300000,0.2537312656,1120300000,3752000000,0.1953902076,9.14,9.1,410600000,412200000,https://www.sec.gov/Archives/edgar/data/8670/000000867024000024/0000008670-24-000024-index.htm,https://www.sec.gov/Archives/edgar/data/8670/000000867024000024/adp-20240630.htm,1.0
2023-06-30,ADP,USD,0000008670,2023-08-03,2023-08-03 16:49:01,2023,FY,18012200000,9953400000,8058800000,0.447407868,844800000.0,3500600000,50800000,3551400000,50800000,3551400000,13504800000,149500000,253300000,549300000,3958100000,0.2197455058,4507400000,0.250241503,-69800000,4437600000,0.2463663517,1025600000,3412000000,0.189427166,8.25,8.21,413700000,415700000,https://www.sec.gov/Archives/edgar/data/8670/000000867023000030/0000008670-23-000030-index.htm,https://www.sec.gov/Archives/edgar/data/8670/000000867023000030/adp-20230630.htm,1.0
2022-06-30,ADP,USD,0000008670,2022-08-03,2022-08-03 14:16:38,2022,FY,16498300000,9461900000,7036400000,0.4264924265,798600000.0,3171500000,61700000,3233200000,61700000,3233200000,12695100000,41000000,81900000,515100000,3288100000,0.1992993217,3803200000,0.2305207203,900000,3804100000,0.2305752714,855200000,2948900000,0.1787396277,7.04,7.0,418800000,421100000,https://www.sec.gov/Archives/edgar/data/8670/000000867022000038/0000008670-22-000038-index.htm,https://www.sec.gov/Archives/edgar/data/8670/000000867022000038/adp-20220630.htm,1.0
2021-06-30,ADP,USD,0000008670,2021-08-04,2021-08-04 14:06:37,2021,FY,15005400000,8640300000,6365100000,0.4241872926,716600000.0,0,0,3040500000,58600000,3040500000,11680800000,36500000,59700000,510700000,2813900000,0.187525824,3324600000,0.2215602383,36600000,3361200000,0.2239993602,762700000,2598500000,0.1731709918,6.1,6.07,426300000,428100000,https://www.sec.gov/Archives/edgar/data/8670/000000867021000027/0000008670-21-000027-index.htm,https://www.sec.gov/Archives/edgar/data/8670/000000867021000027/adp-20210630.htm,1.0
2020-06-30,ADP,USD,0000008670,2020-08-05,2020-08-05 17:28:42,2020,FY,14589800000,8445100000,6144700000,0.4211641009,674100000.0,0,0,3003000000,74500000,3003000000,11448100000,84500000,107100000,480000000,2661700000,0.1824356742,3141700000,0.2153353713,40900000,3182600000,0.2181386996,716100000,2466500000,0.1690564641,5.73,5.7,430800000,432700000,https://www.sec.gov/Archives/edgar/data/8670/000000867020000032/0000008670-20-000032-index.htm,https://www.sec.gov/Archives/edgar/data/8670/000000867020000032/adp-20200630.htm,1.0
2024-08-29,MU,USD,0000723125,2024-10-04,2024-10-04 16:12:50,2024,FY,25111000000,19498000000,5613000000,0.2235275377,3430000000.0,0,0,1129000000,-192000000,4367000000,23865000000,529000000,562000000,7780000000,9582000000,0.3815857592,1304000000,0.0519294333,-64000000,1240000000,0.0493807495,451000000,778000000,0.030982438,0.7,0.7,1105000000,1118000000,https://www.sec.gov/Archives/edgar/data/723125/000072312524000027/0000723125-24-000027-index.htm,https://www.sec.gov/Archives/edgar/data/723125/000072312524000027/mu-20240829.htm,1.0
2023-08-31,MU,USD,0000723125,2023-10-06,2023-10-06 16:01:37,2023,FY,15540000000,16956000000,-1416000000,-0.0911196911,3114000000.0,0,0,920000000,7000000,4158000000,21114000000,468000000,388000000,7756000000,2657000000,0.170978121,-5745000000,-0.3696911197,-164000000,-5658000000,-0.3640926641,177000000,-5833000000,-0.3753539254,-5.34,-5.34,1093000000,1093000000,https://www.sec.gov/Archives/edgar/data/723125/000072312523000054/0000723125-23-000054-index.htm,https://www.sec.gov/Archives/edgar/data/723125/000072312523000054/mu-20230831.htm,1.0
2022-09-01,MU,USD,0000723125,2022-10-07,2022-10-07 14:57:09,2022,FY,30758000000,16860000000,13898000000,0.4518499252,3116000000.0,0,0,1066000000,-34000000,4148000000,21008000000,96000000,189000000,7116000000,16924000000,0.5502308343,9702000000,0.315430132,-131000000,9571000000,0.3111710774,888000000,8687000000,0.2824305872,7.81,7.74,1112000000,1122000000,https://www.sec.gov/Archives/edgar/data/723125/000072312522000048/0000723125-22-000048-index.htm,https://www.sec.gov/Archives/edgar/data/723125/000072312522000048/mu-20220901.htm,1.0
2021-09-02,MU,USD,0000723125,2021-10-08,2021-10-08 13:23:24,2021,FY,27705000000,17282000000,10423000000,0.3762136798,2663000000.0,0,0,894000000,95000000,3652000000,20934000000,37000000,183000000,6214000000,13103000000,0.4729471215,6283000000,0.2267821693,-65000000,6218000000,0.2244360224,394000000,5861000000,0.2115502617,5.23,5.14,1120000000,1141000000,https://www.sec.gov/Archives/edgar/data/723125/000072312521000065/0000723125-21-000065-index.htm,https://www.sec.gov/Archives/edgar/data/723125/000072312521000065/mu-20210902.htm,1.0
2020-09-03,MU,USD,0000723125,2020-10-19,2020-10-19 14:36:42,2020,FY,21435000000,14883000000,6552000000,0.3056682995,2600000000.0,0,0,881000000,68000000,3549000000,18432000000,114000000,194000000,5650000000,8827000000,0.4118031257,3003000000,0.1400979706,-20000000,2983000000,0.1391649172,280000000,2687000000,0.1253557266,2.42,2.37,1110000000,1131000000,https://www.sec.gov/Archives/edgar/data/723125/000072312520000082/0000723125-20-000082-index.htm,https://www.sec.gov/Archives/edgar/data/723125/000072312520000082/mu-20200903.htm,1.0
2023-12-31,GILD,USD,0000882095,2024-02-23,2024-02-23 16:44:27,2023,FY,27116000000,5968000000,21148000000,0.7799085411,5720000000.0,5234000000,826000000,6060000000,198000000,11780000000,17748000000,376000000,944000000,2693000000,11701000000,0.4315164479,9368000000,0.3454786842,-2509000000,6859000000,0.2529502877,1247000000,5665000000,0.2089172444,4.54,4.5,1248000000,1258000000,https://www.sec.gov/Archives/edgar/data/882095/000088209524000007/0000882095-24-000007-index.htm,https://www.sec.gov/Archives/edgar/data/882095/000088209524000007/gild-20231231.htm,1.0
2022-12-31,GILD,USD,0000882095,2023-02-22,2023-02-22 16:18:52,2022,FY,27281000000,5657000000,21624000000,0.792639566,4977000000.0,4895000000,778000000,5673000000,-581000000,10650000000,16307000000,935000000,935000000,2103000000,10393000000,0.3809611085,7330000000,0.2686851655,-1516000000,5814000000,0.213115355,1248000000,4592000000,0.1683222756,3.66,3.64,1255000000,1262000000,https://www.sec.gov/Archives/edgar/data/882095/000088209523000007/0000882095-23-000007-index.htm,https://www.sec.gov/Archives/edgar/data/882095/000088209523000007/gild-20221231.htm,1.0
2021-12-31,GILD,USD,0000882095,2022-02-23,2022-02-23 16:55:27,2021,FY,27305000000,6601000000,20704000000,0.7582494049,5363000000.0,4511000000,735000000,5246000000,-639000000,10609000000,17210000000,1001000000,1001000000,2050000000,9456000000,0.3463101996,7406000000,0.271232375,872000000,8278000000,0.303167918,2077000000,6225000000,0.2279802234,4.96,4.93,1256000000,1262000000,https://www.sec.gov/Archives/edgar/data/882095/000088209522000007/0000882095-22-000007-index.htm,https://www.sec.gov/Archives/edgar/data/882095/000088209522000007/gild-20211231.htm,1.0
2020-12-31,GILD,USD,0000882095,2021-02-25,2021-02-25 16:15:23,2020,FY,24689000000,4572000000,20117000000,0.814816315,5039000000.0,4356000000,795000000,5151000000,-1418000000,10190000000,14762000000,984000000,984000000,1480000000,8509000000,0.3446474138,7029000000,0.284701689,-5360000000,1669000000,0.0676009559,1580000000,89000000,0.0036048443,0.0708,0.0705,1257000000,1263000000,https://www.sec.gov/Archives/edgar/data/882095/000088209521000008/0000882095-21-000008-index.htm,https://www.sec.gov/Archives/edgar/data/882095/000088209521000008/gild-20201231.htm,1.0
2019-12-31,GILD,USD,0000882095,2020-02-25,2020-02-24 17:38:25,2019,FY,22449000000,4675000000,17774000000,0.7917501893,9106000000.0,3597000000,784000000,4381000000,1868000000,13487000000,18162000000,995000000,995000000,1404000000,6155000000,0.2741770235,4287000000,0.19096619,873000000,5160000000,0.2298543365,-204000000,5386000000,0.2399216001,4.24,4.22,1270000000,1277000000,https://www.sec.gov/Archives/edgar/data/882095/000088209520000006/0000882095-20-000006-index.htm,https://www.sec.gov/Archives/edgar/data/882095/000088209520000006/a2019form10-k.htm,1.0
2023-10-28,ADI,USD,0000006281,2023-11-21,2023-11-21 16:24:08,2023,FY,12305539000,4428321000,7877218000,0.6401359583,1660194000.0,0,0,1273584000,8245000,3893396000,8321717000,41287000,264641000,2293103000,6326457000,0.5141145788,3823112000,0.3106822058,-152465000,3608003000,0.2932015412,293424000,3314579000,0.2693566694,6.6,6.55,502232000,505959000,https://www.sec.gov/Archives/edgar/data/6281/000000628123000203/0000006281-23-000203-index.htm,https://www.sec.gov/Archives/edgar/data/6281/000000628123000203/adi-20231028.htm,1.0
2022-10-29,ADI,USD,0000006281,2022-11-22,2022-11-22 16:02:20,2022,FY,12013953000,4481479000,7532474000,0.626977149,1700518000.0,0,0,1266175000,1012572000,3979265000,8460744000,6906000,200408000,2297499000,5871165000,0.4886955193,3278700000,0.2729076766,-179951000,3098749000,0.2579291762,350188000,2748561000,0.2287807352,5.29,5.25,519226000,523178000,https://www.sec.gov/Archives/edgar/data/6281/000000628122000250/0000006281-22-000250-index.htm,https://www.sec.gov/Archives/edgar/data/6281/000000628122000250/adi-20221029.htm,1.0
2021-10-30,ADI,USD,0000006281,2021-12-03,2021-12-03 16:02:52,2021,FY,7318286000,2793274000,4525012000,0.6183158188,1296126000.0,0,0,915418000,536811000,2748355000,5541629000,1220000,184825000,1074634000,2887779000,0.3945977241,1692201000,0.231229143,-363487000,1328714000,0.181560819,-61708000,1390422000,0.1899928481,3.5,3.46,397462000,401288000,https://www.sec.gov/Archives/edgar/data/6281/000000628121000294/0000006281-21-000294-index.htm,https://www.sec.gov/Archives/edgar/data/6281/000000628121000294/adi-20211030.htm,1.0
2020-10-31,ADI,USD,0000006281,2020-11-24,2020-11-24 08:08:16,2020,FY,5603056000,1912578000,3690478000,0.6586544914,1050519000.0,0,0,659923000,429455000,2139897000,4052475000,4305000,193305000,810923000,2368182000,0.4226589918,1498244000,0.2673976487,-186627000,1311617000,0.2340895754,90856000,1220761000,0.2178741387,3.31,3.28,368633000,371973000,https://www.sec.gov/Archives/edgar/data/6281/000000628120000156/0000006281-20-000156-index.htm,https://www.sec.gov/Archives/edgar/data/6281/000000628120000156/adi-20201031.htm,1.0
2019-11-02,ADI,USD,0000006281,2019-11-26,2019-11-26 16:26:04,2019,FY,5991065000,1977315000,4013750000,0.6699560095,1130348000.0,0,0,648094000,429041000,2207483000,4184798000,10229000,229075000,811251000,2621713000,0.4376038317,1710608000,0.2855265299,-224880000,1485728000,0.2479906327,122717000,1363011000,0.2275072963,3.69,3.66,369133000,372871000,https://www.sec.gov/Archives/edgar/data/6281/000000628119000144/0000006281-19-000144-index.htm,https://www.sec.gov/Archives/edgar/data/6281/000000628119000144/adi-20191102.htm,1.0
2023-12-30,INTC,USD,0000050863,2024-01-26,2024-01-25 18:38:16,2023,FY,54228000000,32517000000,21711000000,0.400365125,16046000000.0,4684000000,950000000,5634000000,-1297000000,21680000000,54197000000,1335000000,878000000,9602000000,11140000000,0.2054289297,93000000,0.0017149812,102000000,762000000,0.0140517814,-913000000,1689000000,0.0311462713,0.4,0.4,4190000000,4212000000,https://www.sec.gov/Archives/edgar/data/50863/000005086324000010/0000050863-24-000010-index.htm,https://www.sec.gov/Archives/edgar/data/50863/000005086324000010/intc-20231230.htm,1.0
2022-12-31,INTC,USD,0000050863,2023-01-27,2023-01-26 18:31:20,2022,FY,63054000000,36188000000,26866000000,0.4260792337,17528000000.0,5802000000,1200000000,7002000000,0,24530000000,60718000000,589000000,496000000,13035000000,16033000000,0.2542741143,2334000000,0.0370158911,5266000000,7768000000,0.1231959907,-249000000,8014000000,0.1270974086,1.95,1.94,4108000000,4123000000,https://www.sec.gov/Archives/edgar/data/50863/000005086323000006/0000050863-23-000006-index.htm,https://www.sec.gov/Archives/edgar/data/50863/000005086323000006/intc-20221231.htm,1.0
2021-12-25,INTC,USD,0000050863,2022-01-27,2022-01-26 18:34:53,2021,FY,79024000000,35209000000,43815000000,0.5544518121,15190000000.0,5443000000,1100000000,6543000000,2626000000,21733000000,56942000000,144000000,597000000,11792000000,33989000000,0.43010984,19456000000,0.246203685,103000000,21703000000,0.2746380846,1835000000,19868000000,0.2514172909,4.89,4.86,4059000000,4090000000,https://www.sec.gov/Archives/edgar/data/50863/000005086322000007/0000050863-22-000007-index.htm,https://www.sec.gov/Archives/edgar/data/50863/000005086322000007/intc-20211225.htm,1.0
2020-12-26,INTC,USD,0000050863,2021-01-22,2021-01-21 19:06:04,2020,FY,77867000000,34255000000,43612000000,0.5600832188,13556000000.0,5417000000,763000000,6180000000,-147000000,19736000000,53991000000,272000000,629000000,12239000000,36240000000,0.4654089666,23678000000,0.3040826024,1706000000,25078000000,0.3220619775,4179000000,20899000000,0.2683935428,4.98,4.94,4199000000,4232000000,https://www.sec.gov/Archives/edgar/data/50863/000005086321000010/0000050863-21-000010-index.htm,https://www.sec.gov/Archives/edgar/data/50863/000005086321000010/intc-20201226.htm,1.0
2019-12-28,INTC,USD,0000050863,2020-01-24,2020-01-23 18:39:55,2019,FY,71965000000,29825000000,42140000000,0.5855624262,13362000000.0,5318000000,832000000,6150000000,490000000,19712000000,49537000000,483000000,489000000,10826000000,32108000000,0.4461613284,22035000000,0.3061905093,1146000000,24058000000,0.3343013965,3010000000,21048000000,0.2924755089,4.77,4.71,4417000000,4473000000,https://www.sec.gov/Archives/edgar/data/50863/000005086320000011/0000050863-20-000011-index.htm,https://www.sec.gov/Archives/edgar/data/50863/000005086320000011/a12282019q4-10kdocument.htm,1.0
2024-09-29,SBUX,USD,0000829224,2024-10-30,2024-10-30 16:07:42,2024,FY,36176200000,11746200000,24430000000,0.6753058641,0.0,2523300000,0,2523300000,1017000000,3540300000,15286500000,0,-562000000,1512600000,5918800000,0.1636103294,5408800000,0.149512663,-439200000,4969600000,0.1373720844,1207300000,3760900000,0.103960615,3.31,3.31,1137300000,1137300000,https://www.sec.gov/Archives/edgar/data/829224/000082922424000051/0000829224-24-000051-index.htm,https://www.sec.gov/Archives/edgar/data/829224/000082922424000051/sbux-9292024xexhibit991.htm,1.0
2023-10-01,SBUX,USD,0000829224,2023-11-17,2023-11-17 17:31:27,2023,FY,35975600000,26129400000,9846200000,0.2736910573,0.0,2441300000,0,2441300000,1902000000,4343300000,30472700000,81200000,550100000,1450300000,7332800000,0.2038270383,5870800000,0.1631883832,367900000,5401900000,0.1501545492,1277200000,4124500000,0.1146471497,3.6,3.58,1146800000,1151300000,https://www.sec.gov/Archives/edgar/data/829224/000082922423000058/0000829224-23-000058-index.htm,https://www.sec.gov/Archives/edgar/data/829224/000082922423000058/sbux-20231001.htm,1.0
